mes,localidad,upz,punto,direccion,jornada,#_actividades,participanteshombres,participantesmujeres,total
ABRIL,Suba,Suba,POLIDEPORTIVO  GAITANA,TRANSVERSAL 126 N 134 - 88,Recreovia Entre Semana,12,5,307,312
ABRIL,Suba,Tibabuyes,CEFE FONTANAR,CALLE 144C #141C,Gimnasios CDRD,20,47,1385,1432
ABRIL,Suba,Tibabuyes,SANTA RITA(BOTA),Cra 151 calle 132,Persona Mayor,6,4,57,61
ABRIL,Suba,El Rincón,PARQUE LAGOS DE SUBA,CLL 217 # 101 A,Persona Mayor,7,35,279,314
ABRIL,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Recreovia Entre Semana,6,16,178,194
ABRIL,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Gimnasios Nocturnos,1,0,3,3
ABRIL,Suba,El Rincón,PARQUE SAN GABRIEL,CRA 92 C # 119,Persona Mayor,2,0,35,35
ABRIL,Suba,El Rincón,PARQUE LA MANUELITA,CRA 89 B #124 A,Persona Mayor,2,2,34,36
ABRIL,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Gimnasios Nocturnos,3,1,3,4
ABRIL,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Recreovia Entre Semana,12,2,228,230
ABRIL,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Gimnasios Nocturnos,12,35,120,155
ABRIL,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Recreovia Fin de Semana,12,85,318,403
ABRIL,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Cross Hit,3,10,47,57
ABRIL,Teusaquillo,La Esmeralda,PARQUE GUERNIKA,DIAGONAL 46 # 16 - 25,Persona Mayor,2,0,6,6
ABRIL,Teusaquillo,La Esmeralda,PABLO VI,CARRERA 57 # 56 - 36,Persona Mayor,4,4,96,100
ABRIL,Teusaquillo,La Esmeralda,PARQUE LA LUISITA,CARRERA 47 CALLE 22 BIS,Gimnasios Nocturnos,6,0,15,15
ABRIL,Teusaquillo,La Esmeralda,PARQUE RAFAEL NUÑEZ,CALLE 47 CON CARRERA 50,Persona Mayor,4,18,50,68
ABRIL,Teusaquillo,Ciudad Salitre Oriental,PARQUE CIUDAD SALITRE,CALLE 25 # 69 - 94,Persona Mayor,4,2,95,97
ABRIL,Teusaquillo,Parque Simón Bolívar - CAN,VIRGILIO BARCO,AVENIDA CARRERA 60 NO. 57 - 60,Recreovia Fin de Semana,11,78,193,271
ABRIL,Teusaquillo,Teusaquillo,PARQUE LOS CIPRES,AK 50-22-41,Recreovia Entre Semana,2,0,31,31
ABRIL,Tunjuelito,Venecia,PARQUE METROPOLITANO EL TUNAL,CALLE 48 C SUR N 22D 81,Recreovia Fin de Semana,12,126,208,334
ABRIL,Tunjuelito,Venecia,PARQUE METROPOLITANO EL TUNAL,CALLE 48 C SUR N 22D 81,Cross Hit,33,121,254,375
ABRIL,Tunjuelito,Venecia,URBANIZACIÓN EL TUNAL II - MINITUNAL,CALLE 51 SUR 51A SUR CON CARRERA 24D COSTADO SURORIENTAL,Recreovia Entre Semana,6,2,27,29
ABRIL,Tunjuelito,Venecia,EL TUNAL - CEFE,CALLE 48B SUR AV BOYACA,Recreovia Entre Semana,4,4,48,52
ABRIL,Tunjuelito,Venecia,EL TUNAL - CEFE,CALLE 48B SUR AV BOYACA,Gimnasios Nocturnos,3,0,15,15
ABRIL,Tunjuelito,Venecia,NUEVO MUZU,CRA. 61B 52A SUR - 50,Persona Mayor,4,6,47,53
ABRIL,Tunjuelito,Tunjuelito,CASA DE JUSTICIA TUNJUELITO MANZANAS DEL CUIDADO,CALLE 51 SUR #7-35,Manzanas del Ciudado,24,10,390,400
ABRIL,Tunjuelito,Venecia,URBANIZACION JAL VENECIA,DIAGONAL 49 SUR N 53 B 02,Persona Mayor,14,59,603,662
ABRIL,Usaquén,San Cristóbal Norte,PARQUE ALTABLANCA,CARRERA 8 A N 158 04,Recreovia Fin de Semana,9,20,143,163
ABRIL,Usaquén,San Cristóbal Norte,PARQUE ALTABLANCA,CARRERA 8 A N 158 04,Gimnasios Nocturnos,9,3,28,31
ABRIL,Usaquén,San Cristóbal Norte,PARQUE ALTABLANCA,CARRERA 8 A N 158 04,Recreovia Entre Semana,8,7,212,219
ABRIL,Usme,Ciudad Usme,ALCALDIA DE USME PUEBLO MANZANAS,CALLE 137 SUR # 3 A - 44,Manzanas del Ciudado,2,0,0,0
ABRIL,Usme,Comuneros,CDC JULIO C. SANCHEZ MANZANAS,CALLE 91 A SUR 3 C - 34,Manzanas del Ciudado,6,14,190,204
ABRIL,Usme,Gran Yomasa,"URBANIZACION MIRAVALLE I, II Y III ETAPAS, EL CORTIJO, SAN JUAN BAUTISTA Y SAN LUIS",CALLE 74 C BIS SUR N 14P 04,Persona Mayor,6,14,51,65
ABRIL,Usme,Gran Yomasa,"URBANIZACION MIRAVALLE I, II Y III ETAPAS, EL CORTIJO, SAN JUAN BAUTISTA Y SAN LUIS",CALLE 74 C BIS SUR N 14P 04,Gimnasios Nocturnos,6,10,7,17
ABRIL,Usme,Gran Yomasa,"URBANIZACION MIRAVALLE I, II Y III ETAPAS, EL CORTIJO, SAN JUAN BAUTISTA Y SAN LUIS",CALLE 74 C BIS SUR N 14P 04,Calistenia,2,2,10,12
ABRIL,Usme,Gran Yomasa,PARQUE LA ANDREA,CALLE 81 BIS SUR N 8A 24,Recreovia Entre Semana,9,8,105,113
ABRIL,Usme,Gran Yomasa,PARQUE LA ANDREA,CALLE 81 BIS SUR N 8A 24,Gimnasios Nocturnos,9,2,22,24
ABRIL,Usme,Danubio,PARQUE NUEVO MILENIO I ETAPA I,CL 67A SUR CR 11 COSTADO OCCIDENTAL,Calistenia,20,50,216,266
ABRIL,Usme,Alfonso López,DESARROLLO ALFONSO LOPEZ SECTOR EL PROGRESO,CALLE 93 SUR N 6B 12 ESTE,Persona Mayor,6,9,138,147
ABRIL,Usme,Gran Yomasa,PARQUE LA AURORA II,DIAGONAL 69 F SUR N 14U 45,Persona Mayor,8,0,213,213
ABRIL,Usme,Gran Yomasa,PARQUE MARICHUELA,TV 1C BIS ENTRE CL 76 SUR Y CL 76B SUR,Persona Mayor,4,2,43,45
ABRIL,Usme,Comuneros,PARQUE VALLES DE CAFAM,CALLE 92 SUR N 14D 87,Gimnasios Nocturnos,6,0,69,69
ABRIL,Usme,Comuneros,PARQUE VALLES DE CAFAM,CALLE 92 SUR N 14D 87,Recreovia Fin de Semana,9,17,187,204
ABRIL,Usme,Comuneros,PARQUE VALLES DE CAFAM,CALLE 92 SUR N 14D 87,Recreovia Entre Semana,9,0,94,94
ABRIL,Usme,Comuneros,PARQUE EL VIRREY,KR 3B ESTE 92A 15 SUR,Persona Mayor,4,19,115,134
ABRIL,Usme,Alfonso López,ALFONSO LOPEZ (SECTOR LA ALBORADA),CARRERA 2A ESTE N 90A 04 SUR,Persona Mayor,2,0,10,10
ABRIL,Usme,Gran Yomasa,PARQUE BRASILIA SUR,CARRERA 1 BIS A ESTE CALLE 88B SUR CON CALLE 73 D BIS A ESTE CARRERA 36B ESTE COSTADO NOROCCIDENTAL,Persona Mayor,2,2,42,44
MAYO,Antonio Nariño,Ciudad Jardín,PARQUE CIUDAD BERNA,Carrera 12 # 7 - 44 sur,Persona Mayor,25,28,276,304
MAYO,Antonio Nariño,Restrepo,CASA DE LA JUVENTUD (MANZANA ANTONIO NARIÑO),CRA 20 # 19 SUR-26,Manzanas del Ciudado,43,68,578,646
MAYO,Antonio Nariño,Ciudad Jardín,PARQUE CIUDAD JARDIN,CARRERA 11 B N 11 88 SUR,Persona Mayor,16,16,242,258
MAYO,Antonio Nariño,Restrepo,PARQUE VILLA MAYOR,DIAGONAL 32 SUR # 3 - 41,Gimnasios Nocturnos,20,31,18,49
MAYO,Antonio Nariño,Restrepo,PARQUE VILLA MAYOR,DIAGONAL 32 SUR # 3 - 41,Persona Mayor,18,28,284,312
MAYO,Antonio Nariño,Restrepo,PARQUE SANTANDER,CARRERA 29 CALLE A 29 SUR,Persona Mayor,16,17,289,306
MAYO,Antonio Nariño,Restrepo,PARQUE SAN ANTONIO PADUA,CARRERA 15 CALLE 4 SUR S,Persona Mayor,20,24,393,417
MAYO,Antonio Nariño,Ciudad Jardín,PARQUE LA FRAGUA,CARRERA 29 A N 14  09 SUR,Persona Mayor,27,5,201,206
MAYO,Antonio Nariño,Ciudad Jardín,PARQUE LA FRAGUA,CARRERA 29 A N 14  09 SUR,Gimnasios Nocturnos,19,8,29,37
MAYO,Antonio Nariño,Ciudad Jardín,PARQUE URBANIZACION LA FRAGUITA,CALLE 9 SUR CON CARRERA 25 COSTADO NORORIENTAL,Persona Mayor,23,6,420,426
MAYO,Barrios Unidos,Los Andes,CANAL DEL RIO NEGRO,CALLE 90 N 60 B 44,Persona Mayor,21,0,106,106
MAYO,Barrios Unidos,Parque El Salitre,PARQUE CUADRADO (MANZANA BARRIOS UNIDOS),CALLE 65 # 56-71,Manzanas del Ciudado,12,0,77,77
MAYO,Barrios Unidos,Doce de Octubre,JORGE ELIECER GAITAN (MANZANA BARRIOS UNIDOS),COSTADO ORIENTAL DE LA TRANSVERSAL 45 ENTRE LAS CALLES 75 Y 76,Manzanas del Ciudado,25,14,102,116
MAYO,Barrios Unidos,Doce de Octubre,SAN FERNANDO (MANZANA BARRIOS UNIDOS),AVENIDA 72 CARRERA 45A Y 46,Manzanas del Ciudado,12,0,32,32
MAYO,Barrios Unidos,Doce de Octubre,PARQUE BENJAMIN HERRERA,CRA 27A # 63B - 13,Persona Mayor,20,8,133,141
MAYO,Barrios Unidos,Parque El Salitre,CDC MARIA GORETTI (MANZANA BARRIOS UNIDOS PUNTO ANCLA),Calle 67d #58-14,Manzanas del Ciudado,26,2,292,294
MAYO,Barrios Unidos,Doce de Octubre,PARQUE METROPOLIS,CALLE 78 CARRERA 66,Persona Mayor,41,4,632,636
MAYO,Barrios Unidos,Los Alcázares,PARQUE ALCAZARES,CALLE 72 CON CARRERA 23,Persona Mayor,20,22,205,227
MAYO,Barrios Unidos,Doce de Octubre,PARQUE JOSE JOAQUIN VARGAS,CARRERA 57 # 56 - 36,Persona Mayor,20,0,306,306
MAYO,Barrios Unidos,Los Andes,URBANIZACION SAN LUIS,ENTRE DIAGONAL 59 CALLE 58 Y TRANSVERSAL 22,Persona Mayor,17,5,269,274
MAYO,Barrios Unidos,Los Alcázares,PARQUE SAN FELIPE,CALLE 74 A # 22 - 11,Persona Mayor,19,38,198,236
MAYO,Barrios Unidos,Doce de Octubre,PARQUE MODELO NORTE,CARRERA 55 # 67A - 76,Persona Mayor,16,5,346,351
MAYO,Barrios Unidos,Parque El Salitre,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),AVENIDA CALLE 63 N 45  10,Persona Mayor,4,8,20,28
MAYO,Barrios Unidos,Doce de Octubre,PARQUE EL CUADRADO,CALLE  65 # 56-72,Persona Mayor,8,1,73,74
MAYO,Barrios Unidos,Parque El Salitre,PLAZA DE LOS ARTESANOS,CARRERA 60 NO. 63A - 52,Persona Mayor,1,12,15,27
MAYO,Barrios Unidos,Doce de Octubre,IDRD,CALLE 63 NO. 59A - 06,Persona Mayor,1,0,9,9
MAYO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Cross Hit,90,258,1187,1445
MAYO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Calistenia,27,135,5,140
MAYO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Gimnasios Nocturnos,36,42,119,161
MAYO,Ciudad Bolívar,Lucero,SUPER CADE MANITAS (MANZANA MANITAS),CRA 18 L # 70B - 50 SUR,Manzanas del Ciudado,26,96,836,932
MAYO,Ciudad Bolívar,Ismael Perdomo,POLIDEPORTIVO LA ESTANCIA,CALLE 59 A SUR N 8600,Persona Mayor,30,228,1299,1527
MAYO,Ciudad Bolívar,San Francisco,POLIDEPORTIVO CANDELARIA LA NUEVA,CALLE  62 SUR  #62 I -63,Persona Mayor,29,257,711,968
MAYO,Ciudad Bolívar,San Francisco,POLIDEPORTIVO CANDELARIA LA NUEVA,CALLE  62 SUR  #62 I -63,Recreovia Entre Semana,26,56,942,998
MAYO,Ciudad Bolívar,Jerusalém,POLIDEPORTIVO ARBOLIZADORA ALTA,DIAGONAL 73 SUR N 40 80,Recreovia Entre Semana,22,66,314,380
MAYO,Ciudad Bolívar,Jerusalém,POLIDEPORTIVO ARBOLIZADORA ALTA,DIAGONAL 73 SUR N 40 80,Persona Mayor,16,26,131,157
MAYO,Ciudad Bolívar,El Tesoro,PARQUE VILLA DIANA,CARRERA 17B #13-16,Persona Mayor,17,6,311,317
MAYO,Ciudad Bolívar,Ismael Perdomo,PARQUE URBANIZACION GALICIA,ENTRE CALLE 62 D BIS SUR CON CALLE 62 D SUR CON TRANSVERSAL 73 B COSTADO SUR ORIENTAL,Recreovia Entre Semana,30,55,463,518
MAYO,Ciudad Bolívar,San Francisco,CANCHA COMUNAL ACACIAS,CRA 19B N 62B 05,Persona Mayor,24,106,774,880
MAYO,Ciudad Bolívar,Arborizadora,"PARQUE GRUTA VIRGEN DEL CARMEN, LA CORUÑA",CARRERA 47 N 58 C 12 SUR,Recreovia Entre Semana,24,91,226,317
MAYO,Ciudad Bolívar,Jerusalém,CANCHA COMUNAL SECTOR PARAISO,CALLE 71 SUR  #45C-24,Persona Mayor,15,18,249,267
MAYO,Ciudad Bolívar,El Mochuelo,MOCHUELO (MANZANA MOCHUELO),CALLE 91 C SUR # 18H - 14,Manzanas del Ciudado,10,40,54,94
MAYO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),CALLE 75 A SUR N 73 08,Gimnasios Nocturnos,24,31,188,219
MAYO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),CALLE 75 A SUR N 73 08,Manzanas del Ciudado,4,12,44,56
MAYO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),CALLE 75 A SUR N 73 08,Recreovia Fin de Semana,8,16,76,92
MAYO,Ciudad Bolívar,Ismael Perdomo,CIPRES DE LA LLANADALA ESTANCIA,CALLE 57 Z SUR 75H # 59,Recreovia Entre Semana,45,10,432,442
MAYO,Ciudad Bolívar,Jerusalém,CENTRO DIA TEJEDORES,CALLE  69 K  BIS  SUR #35-1,Persona Mayor,23,94,507,601
MAYO,Ciudad Bolívar,Arborizadora,CANDELARIA SALON COMUNAL (MANZANA SIERRA MORENA),CALLE 68 C SUR  KR 42 A,Manzanas del Ciudado,11,79,300,379
MAYO,Ciudad Bolívar,Lucero,CANCHA COMUNAL JOSE DOMINGO LAING,CRA 18 N # 64 A SUR 35,Persona Mayor,18,206,328,534
MAYO,Ciudad Bolívar,Ismael Perdomo,COOPERATIVA ISMAEL PERDOMO MANZANAS,CALLE 63 SUR A # 73 D,Manzanas del Ciudado,5,2,54,56
MAYO,Ciudad Bolívar,Ismael Perdomo,BIBLIOTECA EL PERDOMO (MANZANA SIERRA MORENA),DIAGONAL 62G SUR # 72B - 51,Manzanas del Ciudado,7,21,82,103
MAYO,Ciudad Bolívar,Lucero,CANCHA COMUNAL MARANDU,CALLE  68D SUR #18-  38,Persona Mayor,14,15,172,187
MAYO,Ciudad Bolívar,San Francisco,CANCHA COMUNAL JJ RONDON,CARRERA  20 C CON  CALLE  67 SUR,Persona Mayor,15,114,105,219
MAYO,Ciudad Bolívar,Lucero,PARQUE ALAMEDA,CARRERA 17L CON CALLE 69 B SUR,Persona Mayor,13,47,43,90
MAYO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),DIAGONAL  73C # 57 - 17,Manzanas del Ciudado,14,9,207,216
MAYO,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - (MANZANA CENTRO),CARRERA 5 NO. 12C - 40,Manzanas del Ciudado,16,10,271,281
MAYO,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - (MANZANA CENTRO),CARRERA 5 NO. 12C - 40,Recreovia Entre Semana,2,0,12,12
MAYO,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - (MANZANA CENTRO),CARRERA 5 NO. 12C - 40,Persona Mayor,10,8,192,200
MAYO,La Candelaria,La Candelaria,POLIDEPORTIVO PARQUE BARRIO EGIPTO (4625),CARRERA 1A ESTE # 7-34,Recreovia Entre Semana,6,0,20,20
MAYO,La Candelaria,La Candelaria,POLIDEPORTIVO PARQUE BARRIO EGIPTO (4625),CARRERA 1A ESTE # 7-34,Persona Mayor,37,0,278,278
MAYO,Los Mártires,La Sabana,PARQUE RENACIMIENTO,CALLE 26 CRA 22,Persona Mayor,12,32,140,172
MAYO,Los Mártires,La Sabana,PARQUE RENACIMIENTO,CALLE 26 CRA 22,Recreovia Fin de Semana,12,61,154,215
MAYO,Los Mártires,La Sabana,PARQUE RENACIMIENTO,CALLE 26 CRA 22,Manzanas del Ciudado,6,22,93,115
MAYO,Los Mártires,Santa Isabel,CASTILLO DE LAS ARTES (MANZANA DE LOS MARTIRES),CALLE 23 # 14-19,Manzanas del Ciudado,14,4,28,32
MAYO,Los Mártires,Santa Isabel,PARQUE SANTA ISABEL,Carrera 28 #1F-35,Persona Mayor,18,41,197,238
MAYO,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Persona Mayor,6,0,36,36
MAYO,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Recreovia Entre Semana,24,25,216,241
MAYO,Los Mártires,Santa Isabel,PARQUE LA PERLA,CALLE 1D BIS 29 - 92,Persona Mayor,15,8,256,264
MAYO,Puente Aranda,Ciudad Montes,PARQUE CARABELAS,CARRERA 38 BIS # 1 - 30,Persona Mayor,2,0,10,10
MAYO,Puente Aranda,Puente Aranda,PARQUE LA ALQUERIA,Calle 43 Sur # 52-20,Persona Mayor,16,8,126,134
MAYO,Puente Aranda,San Rafael,SALON COMUNAL LA PONDEROSA,CALLE 1 B # 52 A 14,Manzanas del Ciudado,13,2,191,193
MAYO,Puente Aranda,San Rafael,PARQUE EL TEJAR,"con carrera 52C, Cl. 28 Sur, Puente Aranda, Bogotá",Persona Mayor,24,2,148,150
MAYO,Puente Aranda,Puente Aranda,SALON COMUNAL LOS SAUCES,CALLE 29 SUR # 37 - 21,Persona Mayor,24,0,386,386
MAYO,Puente Aranda,Ciudad Montes,CDC JOSE ANTONIO GALAN (MANZANA PTE ARANDA),AVENIDA CALLE 6 LOS COMUNEROS CON TRANSVERSAL 43 CARRERA 8 COSTADO NOROCCIDENTAL,Manzanas del Ciudado,48,35,630,665
MAYO,Puente Aranda,Muzú,PARQUE AUTOPISTA MUZU,CALLE 38SUR #50a - 70 Autopista Sur,Persona Mayor,42,71,550,621
MAYO,Puente Aranda,Muzú,PARQUE DE LA VIRGEN,Tv. 39B #39 SUR,Persona Mayor,25,12,281,293
MAYO,Puente Aranda,Ciudad Montes,PARQUE CHAMPIONS,CARRERA 43 # 4 B - 72,Persona Mayor,31,52,593,645
MAYO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Persona Mayor,27,69,524,593
MAYO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Gimnasios Nocturnos,24,23,53,76
MAYO,Puente Aranda,Ciudad Montes,PARQUE TORREMOLINOS I SECTOR,DIAGONAL 18B SUR NO. 49B -  45,Persona Mayor,26,3,148,151
MAYO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Entre Semana,48,34,551,585
MAYO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Fin de Semana,30,190,664,854
MAYO,Puente Aranda,Ciudad Montes,PARQUE COLISEO EL JAZMIN,CARRERA 43 CON CALLE 1B COSTADOO NOR -OCCIDENTAL,Recreovia Entre Semana,27,57,488,545
MAYO,Puente Aranda,Ciudad Montes,PARQUE COLISEO EL JAZMIN,CARRERA 43 CON CALLE 1B COSTADOO NOR -OCCIDENTAL,Persona Mayor,6,2,14,16
MAYO,Puente Aranda,Ciudad Montes,PARQUE LA CAMELIA NORTE,AVENIDA CALLE 3 CON TRASNVERSAL 49 COSTADO NOROCCIDENTAL,Persona Mayor,23,3,183,186
MAYO,Puente Aranda,Ciudad Montes,CENTRO DÍA MONSEÑOR - SANTA MATILDE,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Persona Mayor,35,201,1056,1257
MAYO,Puente Aranda,Muzú,PARQUE VILLA DEL ROSARIO,CARRERA 39 BIS CON DIAGONAL 36 SUR COSTADO SUROCCIDENTAL,Persona Mayor,2,1,14,15
MAYO,Rafael Uribe Uribe,Quiroga,SALON COMUNAL QUIROGA ETAPA (MANZANA SAMORE),CRA 21 # 40B - 24S,Manzanas del Ciudado,3,6,45,51
MAYO,Rafael Uribe Uribe,Quiroga,POLIDEPORTIVO QUIROGA,CALLE 31 B SUR N 22-25,Persona Mayor,30,6,998,1004
MAYO,Rafael Uribe Uribe,Quiroga,POLIDEPORTIVO QUIROGA,CALLE 31 B SUR N 22-25,Manzanas del Ciudado,2,34,0,34
MAYO,Rafael Uribe Uribe,Quiroga,CDC SAMORE (MANZANA DEL CUIDADO),CALLE 32 SUR # 23 - 62,Manzanas del Ciudado,37,46,841,887
MAYO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Recreovia Entre Semana,46,55,496,551
MAYO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Persona Mayor,21,34,394,428
MAYO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Gimnasios Nocturnos,21,0,70,70
MAYO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Calistenia,6,3,42,45
MAYO,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Recreovia Entre Semana,27,46,501,547
MAYO,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Persona Mayor,23,34,563,597
MAYO,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Gimnasios Nocturnos,24,19,156,175
MAYO,Rafael Uribe Uribe,Diana Turbay,LA PAZ SECTOR NARANJOS DANUBIO AZUL,DIAGONAL 53 D SUR TRANSVERSAL 3 A ESTE,Persona Mayor,8,21,55,76
MAYO,Rafael Uribe Uribe,Marruecos,URBANIZACION MARRUECOS,ENTRE CARRERA 5K Y CARRERA 5L CON CALLE 48Y SUR DIAGONAL 48Y SUR Y CALLE 49A BIS SUR DIAGONAL 49 BIS A SUR,Recreovia Entre Semana,54,169,2496,2665
MAYO,Rafael Uribe Uribe,Marruecos,EL CONSUELO SUR (AVENIDA CARACAS),ENTRE CALLE 50D SUR Y AVENIDA CALLE 51 SUR CON CARRERA 13 Y CARRERA 12A,Persona Mayor,7,11,105,116
MAYO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Calistenia,46,50,532,582
MAYO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Entre Semana,45,84,697,781
MAYO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Gimnasios Nocturnos,22,46,162,208
MAYO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Fin de Semana,29,102,505,607
MAYO,Rafael Uribe Uribe,Marruecos,EL PORTAL II SECTOR,ENTRE CALLE 51A SUR 51 SUR Y CALLE 52 SUR CON TRANSVERSAL 5C Y TRANSVERSAL 5D CARRERA 5D,Recreovia Entre Semana,36,185,973,1158
MAYO,Rafael Uribe Uribe,Diana Turbay,DESARROLLO LA MARQUEZA,DIADIAGONAL 49B BIS A SUR DIAGONAL 49B SUR CON TRANSVERSAL 1C ESTE COSTADO SUR,Persona Mayor,14,53,347,400
MAYO,Rafael Uribe Uribe,San José,SAN JOSE,CARRERA 12 D # 22 B- 55 SU,Persona Mayor,8,6,86,92
MAYO,Rafael Uribe Uribe,Quiroga,URBANIZACION QUIROGA 8 ETAPA,ENTRE AVERINA CALLE 36 SUR Y CALLER 37 SUR CON CARRERA 24,Recreovia Entre Semana,34,89,639,728
MAYO,Rafael Uribe Uribe,Marruecos,DESARROLLO CALLEJON DE SANTA BARBARA I Y II,COSTADO OCCIDENTAL DE LA CARRERA 5 N ENTRE LAS DIAGONALES 48 J BIS SUR Y 48 K SUR,Persona Mayor,10,2,117,119
MAYO,Rafael Uribe Uribe,Diana Turbay,PALERMO SUR,DIAGONAL 49 BIS SUR CARRERA 2 A Y 4,Persona Mayor,13,29,144,173
MAYO,Suba,Tibabuyes,POLIDEPORTIVO DE  TIBABUYES,CLL 139 # 127 C 48,Persona Mayor,16,36,250,286
MAYO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Cross Hit,39,131,576,707
MAYO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Gimnasios Nocturnos,24,114,508,622
MAYO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Recreovia Fin de Semana,30,153,694,847
MAYO,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Recreovia Entre Semana,27,22,551,573
MAYO,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Gimnasios Nocturnos,24,5,53,58
MAYO,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Recreovia Entre Semana,22,30,476,506
MAYO,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Gimnasios Nocturnos,24,15,138,153
MAYO,Suba,El Rincón,PARQUE SAN GABRIEL,CRA 92 C # 119,Persona Mayor,15,5,310,315
MAYO,Suba,El Rincón,PARQUE COSTA AZUL 1,CLL 137 # 102,Persona Mayor,25,8,553,561
MAYO,Suba,El Rincón,PARQUE LAGOS DE SUBA,CLL 217 # 101 A,Persona Mayor,26,125,756,881
MAYO,Suba,El Rincón,PARQUE EL PORTICO,CLL 141 # 99 B 02,Persona Mayor,16,30,350,380
MAYO,Suba,Suba,POLIDEPORTIVO  GAITANA,TRANSVERSAL 126 N 134 - 88,Recreovia Entre Semana,24,5,475,480
MAYO,Suba,Tibabuyes,CEFE FONTANAR DEL RIO,CALLE 144C #141C,Gimnasios CDRD,46,191,3074,3265
MAYO,Suba,Tibabuyes,SANTA RITA(BOTA),Cra 151 calle 132,Persona Mayor,22,33,281,314
