mes,localidad,upz,punto,direccion,jornada,#_actividades,participanteshombres,participantesmujeres,total
FEBRERO,Suba,Tibabuyes,PARQUE URB. NUEVA TIBABUYES (PILOTO),CRA 113 C #142 A 53,Recreovia Entre Semana,2,2,30,32
FEBRERO,Teusaquillo,Teusaquillo,CASA DE LA PARTICIPACIÓN,CALLE 39B # 19-46,Manzanas del Ciudado,8,0,139,139
FEBRERO,Teusaquillo,Teusaquillo,PARQUE EL BRASIL,CALLE 39 # 17-48,Manzanas del Ciudado,4,0,34,34
FEBRERO,Teusaquillo,Parque Simón Bolívar - CAN,VIRGILIO BARCO,AVENIDA CARRERA 60 NO. 57 - 60,Recreovia Fin de Semana,24,158,785,943
FEBRERO,Teusaquillo,Parque Simón Bolívar - CAN,SIMON BOLIVAR ( SECTOR VIRGILIO BARCO),AVENIDA CARRERA 60 N 57 60,Cross Hit,6,2,24,26
FEBRERO,Teusaquillo,Quinta Paredes,PARQUE EL POTRERO,CAREERA 36 CON CALLE 24,Persona Mayor,2,0,20,20
FEBRERO,Teusaquillo,Galerías,PARQUE ALFONSO LOPEZ,ENTRE CALLE 50 Y CALLE 51 CON CARRERA 21 Y CARRERA 22,Persona Mayor,2,2,2,4
FEBRERO,Tunjuelito,Tunjuelito,SALON COMUNAL ABRAHAM LINCOLN,CRA 7 A # 53- 23,Manzanas del Ciudado,13,53,326,379
FEBRERO,Tunjuelito,Tunjuelito,CASA DE JUSTICIA TUNJUELITO MANZANAS DEL CUIDADO,CALLE 51 SUR #7-35,Manzanas del Ciudado,33,46,971,1017
FEBRERO,Tunjuelito,Venecia,EL TUNAL - CEFE,CALLE 48B SUR AV BOYACA,Gimnasios CDRD,75,17,39,57
FEBRERO,Tunjuelito,Venecia,PARQUE METROPOLITANO EL TUNAL,CALLE 48 C SUR N 22D 81,Cross Hit,18,158,216,374
FEBRERO,Tunjuelito,Venecia,PARQUE METROPOLITANO EL TUNAL,CALLE 48 C SUR N 22D 81,Recreovia Fin de Semana,12,76,388,464
FEBRERO,Tunjuelito,Venecia,PARQUE URBANIZACION EL TUNAL II (ALHAMBRA),CALLE 48 C SUR N 22D 81; COSTADO ORIENTAL,Calistenia,3,0,30,30
FEBRERO,Usaquén,San Cristóbal Norte,PARQUE ALTABLANCA,CARRERA 8 A N 158 04,Recreovia Entre Semana,42,23,1102,1125
FEBRERO,Usaquén,San Cristóbal Norte,PARQUE ALTABLANCA,CARRERA 8 A N 158 04,Cross Hit,18,0,96,96
FEBRERO,Usaquén,San Cristóbal Norte,PARQUE ALTABLANCA,CARRERA 8 A N 158 04,Recreovia Fin de Semana,12,32,205,237
FEBRERO,Usaquén,Usaquén,CDC SIMON BOLIVAR,CALLE 165 # 7-32,Manzanas del Ciudado,39,19,772,791
FEBRERO,Usaquén,La Uribe,PARQUE SOTAVENTO,CALLE 161 # 54-56,Manzanas del Ciudado,14,52,1006,1214
FEBRERO,Usaquén,Verbenal,PARQUE BUENAVISTA,CL 189 N4A 20,Persona Mayor,6,18,130,180
FEBRERO,Usaquén,Verbenal,DESARROLLO BUENAVISTA,ENTRE CARRERA 26A Y 27 CON CALLE 189B COSTADO NORT,Persona Mayor,1,9,77,86
FEBRERO,Usaquén,Toberín,PARQUE SAN DIEGO,CARRERA 55a #165a-08,Manzanas del Ciudado,2,0,26,26
FEBRERO,Usme,Comuneros,PARQUE EL VIRREY MANZANAS,CALLE 93 SUR # 4 C - 23,Manzanas del Ciudado,6,62,434,496
FEBRERO,Usme,Comuneros,CDC JULIO C. SANCHEZ MANZANAS,CALLE 91 A SUR 3 C - 34,Manzanas del Ciudado,29,141,1467,1608
FEBRERO,Usme,Comuneros,PARQUE VALLES DE CAFAM,CALLE 92 SUR N 14D 87,Recreovia Fin de Semana,6,11,60,71
FEBRERO,Usme,Danubio,PARQUE NUEVO MILENIO I ETAPA I,CL 67A SUR CR 11 COSTADO OCCIDENTAL,Calistenia,3,4,8,12
FEBRERO,Usme,Danubio,PARQUE NUEVO MILENIO I ETAPA I,CL 67A SUR CR 11 COSTADO OCCIDENTAL,Recreovia Entre Semana,2,0,40,40
FEBRERO,Usme,Comuneros,PARQUE EL VIRREY,KR 3B ESTE 92A 15 SUR,Persona Mayor,2,6,80,86
FEBRERO,Usme,Gran Yomasa,PARQUE LA ANDREA,CALLE 81 BIS SUR N 8A 24,Recreovia Entre Semana,3,9,45,54
MARZO,Bosa,El Porvenir,CDC EL PORVENIR (MANZANA PORVENIR),CRA 100 # 52 - 24,Manzanas del Ciudado,28,42,1066,1108
MARZO,Bosa,Tintal Sur,PARQUE ZONAL CAMPO VERDE (MANZANA CAMPO VERDE),CL. 85 SUR #92-85,Manzanas del Ciudado,8,2,404,406
MARZO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Gimnasios Nocturnos,6,6,51,57
MARZO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Cross Hit,9,58,208,266
MARZO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),CALLE 75 A SUR N 73 08,Gimnasios Nocturnos,3,3,9,12
MARZO,Ciudad Bolívar,Lucero,SUPER CADE MANITAS (MANZANA MANITAS),CRA 18 L # 70B - 50 SUR,Manzanas del Ciudado,2,8,30,38
MARZO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),DIAGONAL  73C # 57 - 17,Manzanas del Ciudado,4,16,36,52
MARZO,Ciudad Bolívar,Ismael Perdomo,CIPRES DE LA  LLANADA LA ESTANCIA (MANZANA SIERRA MORENA),CALLE 59 SUR #74 G -55,Manzanas del Ciudado,4,0,112,112
MARZO,Ciudad Bolívar,El Tesoro,COLEGIO EL MINUTO DE BUENOS AIRES (ARBUELOS),CALLE 80 SUR # 50-17,Persona Mayor,2,6,86,92
MARZO,Engativa,Santa Cecilia,PARQUE VILLALUZ,CARRERA 77A -CALLE 64C,Gimnasios Nocturnos,12,0,164,164
MARZO,Engativa,Boyacá Real,URBANIZACION TABORA,CALLE 74A   74 CARRERA 80  80A,Persona Mayor,3,7,61,68
MARZO,Fontibón,Fontibón,ATAHUALPA,CARRERA 113 # 23B - 35,Cross Hit,8,21,43,64
MARZO,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - GRUPO PERSONA MAYOR (4617),CARRERA 5 NO. 12C - 40,Persona Mayor,6,0,258,258
MARZO,La Candelaria,La Candelaria,POLIDEPORTIVO PARQUE BARRIO EGIPTO (4625),CARRERA 1A ESTE # 7-34,Persona Mayor,5,0,16,16
MARZO,Puente Aranda,Ciudad Montes,PARQUE CHAMPIONS,CARRERA 43 # 4 B - 72,Persona Mayor,24,6,454,460
MARZO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Persona Mayor,18,28,273,301
MARZO,Puente Aranda,Muzú,PARQUE DE LA VIRGEN,Tv. 39B #39 SUR,Persona Mayor,16,10,116,126
MARZO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Fin de Semana,3,40,139,179
MARZO,San Cristóbal,San Blas,SAN BLAS,CARRERA 9D ESTE #22A21 SUR,Persona Mayor,6,4,100,104
MARZO,San Cristóbal,Sosiego,VELODROMO,CARRERA 5 A # 17- 13 SUR,Persona Mayor,4,32,80,112
MARZO,San Cristóbal,San Blas,CEFE SAN CRISTOBAL (MANZANA SAN CRISTOBAL),CALLE 17A SUR 2A -60 ESTE,Recreovia Entre Semana,5,0,346,346
MARZO,San Cristóbal,San Blas,CEFE SAN CRISTOBAL (MANZANA SAN CRISTOBAL),CALLE 17A SUR 2A -60 ESTE,Manzanas del Ciudado,6,0,122,122
MARZO,San Cristóbal,San Blas,CIOM SAN BLAS (MANZANA SAN CRISTOBAL),CRA 8 # 15-72,Manzanas del Ciudado,9,0,127,127
MARZO,San Cristóbal,La Gloria,ALTOS DEL POBLADO,CARRERA 11 ESTE - CALLE 40 SUR,Persona Mayor,3,0,66,66
MARZO,San Cristóbal,San Blas,CIUDADELA PAQUE LA ROCA,CALLE 6 SUR N 3-02 ESTE,Persona Mayor,4,0,88,88
MARZO,San Cristóbal,La Gloria,URBANIZACION VILLA DEL CERRO,"ENTRE CALLE 46A SUR, TRANSVERSAL 3B ESTE (CARRERA 4A ESTE) Y CARRERA 3B ESTE",Persona Mayor,3,0,87,87
MARZO,San Cristóbal,San Blas,RAMAJAL,Calle 30B Sur #9 Este 51,Persona Mayor,4,10,85,95
MARZO,San Cristóbal,20 de Julio,VILLA DE LOS ALPES,CARRERA 3 B # 35 - 04 SUR.,Persona Mayor,2,19,99,118
MARZO,San Cristóbal,San Blas,GAITAN CORTES,CARRERA 39 # 2 C - 15,Recreovia Entre Semana,2,6,60,66
MARZO,Santa Fe,Las Nieves,PARQUE TERCER MILENIO (4623),CARRERA 10 # 9 - 30,Persona Mayor,7,0,48,48
MARZO,Santa Fe,La Macarena,PLAZA  DE LA  SANTA MARIA,CARRERA 5 N 26B 72,Recreovia Entre Semana,10,0,104,104
MARZO,Santa Fe,Las Cruces,PARQUE POLIDEPORTIVO LAS CRUCES (4606),CALLE 1 CARRERA 2,Recreovia Entre Semana,4,0,90,90
MARZO,Santa Fe,Las Cruces,PARQUE LAS CRUCES - GRUPO LAS CRUCES PERSONA MAYOR (4532),CALLE 1 CARRERA 2,Persona Mayor,2,0,16,16
MARZO,Suba,Tibabuyes,CEFE FONTANAR,CALLE 144C #141C,Gimnasios CDRD,7,13,19,32
MARZO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Cross Hit,12,62,217,279
MARZO,Tunjuelito,Venecia,PARQUE METROPOLITANO EL TUNAL,CALLE 48 C SUR N 22D 81,Cross Hit,23,134,297,431
MARZO,Tunjuelito,Venecia,URBANIZACION JAL VENECIA,DIAGONAL 49 SUR N 53 B 02,Persona Mayor,8,26,336,362
MARZO,Tunjuelito,Tunjuelito,CASA DE JUSTICIA TUNJUELITO MANZANAS DEL CUIDADO,CALLE 51 SUR #7-35,Manzanas del Ciudado,12,8,232,240
ABRIL,Antonio Nariño,Restrepo,PUNTO ANCLA - C- LA JUVENTUD,CRA 20 # 19 SUR-26,Manzanas del Ciudado,12,4,110,114
ABRIL,Antonio Nariño,Ciudad Jardín,PARQUE URBANIZACION LA FRAGUITA,CALLE 9 SUR CON CARRERA 25 COSTADO NORORIENTAL,Persona Mayor,4,0,70,70
ABRIL,Antonio Nariño,Restrepo,PARQUE VILLA MAYOR,DIAGONAL 32 SUR # 3 - 41,Persona Mayor,10,30,194,224
ABRIL,Antonio Nariño,Restrepo,PARQUE SANTANDER,CARRERA 29 CALLE A 29 SUR,Persona Mayor,10,76,161,237
ABRIL,Antonio Nariño,Ciudad Jardín,PARQUE LA FRAGUA,CARRERA 29 A N 14  09 SUR,Persona Mayor,6,0,46,46
ABRIL,Antonio Nariño,Ciudad Jardín,PARQUE LA FRAGUA,CARRERA 29 A N 14  09 SUR,Gimnasios Nocturnos,2,0,6,6
ABRIL,Antonio Nariño,Restrepo,POLIDEPORTIVO LA FRAGUA,CRA 30 # 11A-11,Manzanas del Ciudado,4,0,28,28
ABRIL,Barrios Unidos,Doce de Octubre,PARQUE JOSE JOAQUIN VARGAS,CARRERA 57 # 56 - 36,Persona Mayor,4,0,67,67
ABRIL,Barrios Unidos,Doce de Octubre,PARQUE METROPOLIS,CALLE 78 CARRERA 66,Persona Mayor,4,0,102,102
ABRIL,Barrios Unidos,Los Alcázares,PARQUE ALCAZARES,CALLE 72 CON CARRERA 23,Persona Mayor,4,4,29,33
ABRIL,Barrios Unidos,Doce de Octubre,PARQUE MODELO NORTE,CARRERA 55 # 67A - 76,Persona Mayor,2,2,64,66
ABRIL,Barrios Unidos,Parque El Salitre,(PALACIO DE LOS DEPORTES),AVENIDA CALLE 63 N 45 10,Recreovia Entre Semana,4,111,232,343
ABRIL,Barrios Unidos,Parque El Salitre,PLAZA DE LOS ARTESANOS,CARRERA 60 NO. 63A - 52,Recreovia Entre Semana,2,30,30,60
ABRIL,Bosa,Bosa Occidental,URBANIZACION SANTIAGO DE ATALAYAS,CALLE 61 A SUR N 98 B 02,Persona Mayor,4,14,157,171
ABRIL,Bosa,Tintal Sur,PARQUE ZONAL CAMPO VERDE (MANZANA CAMPO VERDE),CL. 85 SUR #92-85,Manzanas del Ciudado,12,8,496,504
ABRIL,Bosa,El Porvenir,CDC EL PORVENIR (MANZANA PORVENIR),CRA 100 # 52 - 24,Manzanas del Ciudado,14,42,422,464
ABRIL,Bosa,Apogeo,PARQUE VILLA DEL RIO,CALLE 56A SUR CON 85,Gimnasios Nocturnos,19,6,61,67
ABRIL,Bosa,Bosa Central,PARQUE NARANJOS,CALLE 70 F S N 80 J 50,Gimnasios Nocturnos,12,19,23,42
ABRIL,Bosa,Bosa Central,PARQUE NARANJOS,CALLE 70 F S N 80 J 50,Recreovia Entre Semana,16,14,335,349
ABRIL,Bosa,Bosa Central,PARQUE NARANJOS,CALLE 70 F S N 80 J 50,Recreovia Fin de Semana,7,12,85,97
ABRIL,Bosa,Bosa Occidental,PARQUE URBANIZACION LA ESPERANZA,CARRERA 77L N 7850 SUR,Cross Hit,29,90,879,969
ABRIL,Bosa,Bosa Occidental,PARQUE DESARROLLO BOSA NOVA,ENTRE CARRERA 99 Y 100 CCON CALLES 59B SUR Y 59C SUR,Persona Mayor,4,20,141,161
ABRIL,Chapinero,Chicó Lago,CEFE CHAPINERO,ENTRE LAS CALLES 30 Y 31 Y ENTRE LAS CARRERAS 37 Y 37A,Persona Mayor,6,14,94,108
ABRIL,Ciudad Bolívar,El Mochuelo,MOCHUELO (MANZANA MOCHUELO),CALLE 91 C SUR # 18H - 14,Manzanas del Ciudado,4,4,26,30
ABRIL,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA (MANZANA SIERRA MORENA),DIAGONAL  73C # 57 - 17,Manzanas del Ciudado,10,32,138,170
ABRIL,Ciudad Bolívar,Lucero,SUPER CADE MANITAS (MANZANA MANITAS),CRA 18 L # 70B - 50 SUR,Manzanas del Ciudado,46,64,638,702
ABRIL,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Gimnasios Nocturnos,15,12,53,65
ABRIL,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Cross Hit,68,147,717,864
ABRIL,Ciudad Bolívar,Ismael Perdomo,PARQUE URBANIZACION GALICIA,ENTRE CALLE 62 D BIS SUR CON CALLE 62 D SUR CON TRANSVERSAL 73 B COSTADO SUR ORIENTAL,Recreovia Entre Semana,4,34,30,64
ABRIL,Ciudad Bolívar,San Francisco,CANCHA COMUNAL ACACIAS,CRA 19B N 62B 05,Persona Mayor,4,16,146,162
ABRIL,Ciudad Bolívar,Lucero,PARQUE ALAMEDA,CARRERA 17L CON CALLE 69 B SUR,Persona Mayor,4,6,40,46
ABRIL,Ciudad Bolívar,Ismael Perdomo,CIPRES DE LA LLANADALA ESTANCIA,CALLE 57 Z SUR 75H # 59,Recreovia Entre Semana,2,24,0,24
ABRIL,Ciudad Bolívar,San Francisco,POLIDEPORTIVO CANDELARIA LA NUEVA,CALLE  62 SUR  #62 I -63,Recreovia Entre Semana,18,154,719,873
ABRIL,Ciudad Bolívar,San Francisco,POLIDEPORTIVO CANDELARIA LA NUEVA,CALLE  62 SUR  #62 I -63,Persona Mayor,3,9,156,165
ABRIL,Ciudad Bolívar,Ismael Perdomo,POLIDEPORTIVO LA ESTANCIA,CALLE 59 A SUR N 8600,Persona Mayor,16,80,752,832
ABRIL,Ciudad Bolívar,Jerusalém,POLIDEPORTIVO ARBOLIZADORA ALTA,DIAGONAL 73 SUR N 40 80,Persona Mayor,2,2,13,15
ABRIL,Ciudad Bolívar,El Tesoro,COLEGIO EL MINUTO DE BUENOS AIRES (ARBUELOS),CALLE 80 SUR # 50-17,Persona Mayor,2,0,12,12
ABRIL,Engativa,Engativa,CENTRO SALUD EMAUS (MANZANA EMAUS),CALLE 64 C 121-76,Manzanas del Ciudado,8,17,356,373
ABRIL,Engativa,Otro,LA FLORIDA,CALLE 64 N 128 90,Recreovia Fin de Semana,5,1,24,25
ABRIL,Engativa,Otro,LA FLORIDA,CALLE 64 N 128 90,Persona Mayor,3,678,42,720
ABRIL,Engativa,Engativa,PARQUE VILLAS DEL DORADO - JABOQUE,CARRERA 110 N° 67 - 45,Persona Mayor,2,4,32,36
ABRIL,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Cross Hit,3,4,13,17
ABRIL,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Recreovia Fin de Semana,9,63,168,231
ABRIL,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Gimnasios Nocturnos,15,7,53,60
ABRIL,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Recreovia Entre Semana,3,1,37,38
ABRIL,Engativa,Bolivia,PARQUE JUAN AMARILLO,CALLE 90 CON CARRERA 115A,Persona Mayor,10,17,370,387
ABRIL,Engativa,Santa Cecilia,PARQUE VILLALUZ,CARRERA 77A -CALLE 64C,Gimnasios Nocturnos,2,0,3,3
ABRIL,Engativa,Boyacá Real,PARQUE EL CARMELO,ENTRE CARRERA 101A Y 104A CALLE 71B Y CANAL DEL JABOQUE,Persona Mayor,4,76,172,248
ABRIL,Engativa,Garcés Navas,PARQUE VILLAS DE GRANADA,ENTRE CARRERA 111A Y CARRERA 112A CON CALLE 75D Y CALLE 74C,Persona Mayor,8,22,344,366
ABRIL,Engativa,Garcés Navas,PARQUE VILLAS DE GRANADA,ENTRE CARRERA 111A Y CARRERA 112A CON CALLE 75D Y CALLE 74C,Gimnasios Nocturnos,3,3,35,38
ABRIL,Engativa,Garcés Navas,PARQUE LOS ANGELES - VIVIR EN PLENITUD,CARRERA 98 BIS  # 67A - 86  (CALLE 69A CARRERA 99),Persona Mayor,2,0,14,14
ABRIL,Engativa,Boyacá Real,PARQUE SANTA ROSITA,CARRERA 92 CALLE 76 BIS - 75 C,Persona Mayor,2,2,55,57
ABRIL,Engativa,Santa Cecilia,PARQUE LUJAN,CALLE 64F CON CARRERA 73,Persona Mayor,2,2,64,66
ABRIL,Engativa,Minuto de Dios,PARQUE LA SERENA,CARRERA 86 DIAGONAL 91,Recreovia Entre Semana,9,3,211,214
ABRIL,Fontibón,Fontibón,CDC LA GIRALDA,CRA 104B # 22J - 15,Manzanas del Ciudado,18,16,347,363
ABRIL,Fontibón,Fontibón,ATAHUALPA,CARRERA 113 # 23B - 35,Cross Hit,18,42,117,159
ABRIL,Fontibón,Ciudad Salitre Occidental,SAUZALITO,CALLE 22 # 68D - 43,Cross Hit,13,13,206,219
ABRIL,Fontibón,Ciudad Salitre Occidental,SAUZALITO,CALLE 22 # 68D - 43,Gimnasios Nocturnos,12,6,44,50
ABRIL,Kennedy,Kennedy Central,LA AMISTAD,TRANSVERSAL 78 J N 41 10 SUR,Recreovia Entre Semana,14,33,403,436
ABRIL,Kennedy,Kennedy Central,LA AMISTAD,TRANSVERSAL 78 J N 41 10 SUR,Gimnasios Nocturnos,15,5,70,75
ABRIL,Kennedy,Kennedy Central,LA AMISTAD,TRANSVERSAL 78 J N 41 10 SUR,Persona Mayor,6,30,202,232
ABRIL,Kennedy,El Porvenir,PARQUE TIERRA BUENA  (MANZANA BELLAVISTA),CALLE 34 A SUR # 99 A 37,Manzanas del Ciudado,8,16,299,315
ABRIL,Kennedy,Patio Bonito,PARQUE  BELLA VISTA DINDALITO (MANZANA BELLAVISTA),CALLE 42 SUR # 94 - 15,Manzanas del Ciudado,10,55,544,599
ABRIL,Kennedy,Castilla,PARQUE CASTILLA,CARRERA 75 NO. 8A -50,Recreovia Entre Semana,9,7,251,258
ABRIL,Kennedy,Bavaria,URBANIZACION ALOHA (ANTES MARSELLA),CALLE 7A BIS # 71A - 20,Persona Mayor,7,8,144,152
ABRIL,Kennedy,Bavaria,URBANIZACION ALOHA (ANTES MARSELLA),CALLE 7A BIS # 71A - 20,Gimnasios Nocturnos,8,4,27,31
ABRIL,Kennedy,Américas,PARQUE LA FLORESTA SUR,CARRERA 68 C # 2 - 04 SUR,Persona Mayor,2,4,48,52
ABRIL,Kennedy,Timiza,PARQUE TIMIZA,CALLE 40 H SUR N 70A - 81,Recreovia Entre Semana,18,56,473,529
ABRIL,Kennedy,Timiza,PARQUE TIMIZA,CALLE 40 H SUR N 70A - 81,Recreovia Fin de Semana,15,174,499,673
ABRIL,Kennedy,Castilla,PARQUE NUEVA CASTILLA,CALLE 8C # 87B - 91,Persona Mayor,2,2,36,38
ABRIL,Kennedy,Las Margaritas,PARQUE GILMA JIMENEZ,CALLE 51 A SUR N 82 A 16,Recreovia Entre Semana,19,80,824,904
ABRIL,Kennedy,Las Margaritas,PARQUE GILMA JIMENEZ,CALLE 51 A SUR N 82 A 16,Gimnasios Nocturnos,17,68,51,119
ABRIL,Kennedy,Las Margaritas,PARQUE GILMA JIMENEZ,CALLE 51 A SUR N 82 A 16,Recreovia Fin de Semana,9,26,200,226
ABRIL,Kennedy,Calandaima,URBANIZACION TINTAL SANTA FE,CARRERA 88 # 6A - 99,Persona Mayor,8,4,208,212
ABRIL,Kennedy,Timiza,SALON COMUNAL LAS LUCES,"CALLE 51A 98, CALLE 51A SUR",Persona Mayor,2,2,20,22
ABRIL,Kennedy,Timiza,PARQUE CATALINA 1,CALLE 52A SUR # 77W - 05,Persona Mayor,6,16,171,187
ABRIL,Kennedy,Carvajal,PARQUE URBANIZACION LUCERNA,CARRERA 72M # 38C - 03 SUR,Persona Mayor,4,6,170,176
ABRIL,La Candelaria,La Candelaria,CASA COMUNITARIA EGIPTO,CRA 8 1 F - 13,Persona Mayor,2,0,14,14
ABRIL,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - GRUPO PERSONA MAYOR (4617),CARRERA 5 NO. 12C - 40,Persona Mayor,4,4,110,114
ABRIL,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Recreovia Entre Semana,14,6,156,162
ABRIL,Puente Aranda,Muzú,PARQUE AUTOPISTA MUZU,CALLE 38SUR #50a - 70 Autopista Sur,Persona Mayor,4,0,38,38
ABRIL,Puente Aranda,Ciudad Montes,PARQUE GALAN GORGONZOLA,AVENIDA CALLE 6 LOS COMUNEROS CON TRANSVERSAL 43 CARRERA 8 COSTADO NOROCCIDENTAL,Persona Mayor,26,113,410,523
ABRIL,Puente Aranda,Muzú,PARQUE DE LA VIRGEN,Tv. 39B #39 SUR,Persona Mayor,12,4,164,168
ABRIL,Puente Aranda,Ciudad Montes,PARQUE CHAMPIONS,CARRERA 43 # 4 B - 72,Persona Mayor,20,30,432,462
ABRIL,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Persona Mayor,12,23,178,201
ABRIL,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Gimnasios Nocturnos,9,3,15,18
ABRIL,Puente Aranda,Ciudad Montes,PARQUE TORREMOLINOS I SECTOR,DIAGONAL 18B SUR NO. 49B -  45,Persona Mayor,2,0,14,14
ABRIL,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Entre Semana,9,0,73,73
ABRIL,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Fin de Semana,6,22,195,217
ABRIL,Puente Aranda,Ciudad Montes,PARQUE COLISEO EL JAZMIN,CARRERA 43 CON CALLE 1B COSTADOO NOR -OCCIDENTAL,Recreovia Entre Semana,21,77,325,402
ABRIL,Puente Aranda,Ciudad Montes,PARQUE LA CAMELIA NORTE,AVENIDA CALLE 3 CON TRASNVERSAL 49 COSTADO NOROCCIDENTAL,Persona Mayor,6,2,58,60
ABRIL,Puente Aranda,Ciudad Montes,CENTRO DÍA MONSEÑOR - SANTA MATILDE,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Persona Mayor,4,14,106,120
ABRIL,Rafael Uribe Uribe,Quiroga,URBANIZACION QUIROGA 8 ETAPA,ENTRE AVERINA CALLE 36 SUR Y CALLER 37 SUR CON CARRERA 24,Recreovia Entre Semana,3,2,104,106
ABRIL,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Gimnasios Nocturnos,12,2,84,86
ABRIL,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Fin de Semana,9,83,174,257
ABRIL,Rafael Uribe Uribe,Quiroga,CDC SAMORE,CALLE 32 SUR # 23 - 62,Manzanas del Ciudado,10,58,144,202
ABRIL,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Recreovia Entre Semana,15,121,100,221
ABRIL,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Persona Mayor,8,75,66,141
ABRIL,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Gimnasios Nocturnos,3,1,5,6
ABRIL,Rafael Uribe Uribe,Quiroga,QUIROGA,CALLE 31 B SUR N 22-25,Persona Mayor,4,2,110,112
ABRIL,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Recreovia Entre Semana,2,0,7,7
ABRIL,San Cristóbal,20 de Julio,VILLA DE LOS ALPES,CARRERA 3 B # 35 - 04 SUR.,Gimnasios Nocturnos,12,7,18,25
ABRIL,San Cristóbal,San Blas,CEFE SAN CRISTOBAL (MANZANA CEFE SAN CRISTOBAL),CALLE 17A SUR 2A -60 ESTE,Manzanas del Ciudado,16,57,1060,1117
ABRIL,San Cristóbal,San Blas,RAMAJAL,Calle 30B Sur #9 Este 51,Persona Mayor,6,9,111,120
ABRIL,San Cristóbal,Sosiego,VELODROMO,CARRERA 5 A # 17- 13 SUR,Recreovia Fin de Semana,6,12,80,92
ABRIL,Santa Fe,La Macarena,PLAZA  DE LA  SANTA MARIA,CARRERA 5 N 26B 72,Recreovia Entre Semana,9,5,36,41
ABRIL,Santa Fe,Las Cruces,PARQUE POLIDEPORTIVO LAS CRUCES (4606),CALLE 1 CARRERA 2,Recreovia Entre Semana,4,3,39,42
ABRIL,Santa Fe,Las Nieves,PARQUE TERCER MILENIO (4623),CARRERA 10 # 9 - 30,Gimnasios Nocturnos,3,0,3,3
ABRIL,Santa Fe,Las Nieves,PARQUE TERCER MILENIO (4623),CARRERA 10 # 9 - 30,Persona Mayor,4,4,2,6
ABRIL,Santa Fe,SANTAFE RURAL,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),CARRERA 7 N 37 04,Recreovia Fin de Semana,6,87,112,199
ABRIL,Santa Fe,Las Cruces,PARQUE LAS CRUCES - GRUPO LAS CRUCES PERSONA MAYOR (4532),CALLE 1 CARRERA 2,Persona Mayor,5,3,53,56
